job_id,order_id,product_id,operation_id,sequence,machine_id,material_id,worker_id,shift_id,batch_quantity,processing_hours,scheduled_start,scheduled_end,actual_start,actual_end,downtime_minutes,downtime_factor_id,energy_kwh,job_status
J00877,ORD0147,PRD028,OP10,10,M01,MAT002,W001,S3,9500,1.75,17-05-2025 06:00:00,17-05-2025 07:45:00,17-05-2025 06:49:04,17-05-2025 09:47:41,13.0,F07,31.5,Delayed
J00878,ORD0147,PRD028,OP20,20,M01,MAT006,W074,S2,9500,1.12,17-05-2025 08:00:00,17-05-2025 09:07:12,17-05-2025 08:00:00,17-05-2025 09:00:00,10.6,,20.2,On-Time
J00879,ORD0147,PRD028,OP30,30,M02,MAT003,W063,S1,9500,1.18,17-05-2025 09:22:12,17-05-2025 10:33:00,17-05-2025 09:45:05,17-05-2025 11:30:14,14.9,F09,26.0,Delayed
J00880,ORD0147,PRD028,OP40,40,M03,MAT001,W064,S1,9500,1.52,17-05-2025 10:48:00,17-05-2025 12:19:12,17-05-2025 10:53:09,17-05-2025 12:32:05,11.2,,39.5,On-Time
J00881,ORD0147,PRD028,OP50,50,M04,MAT005,W077,S2,9500,0.74,17-05-2025 12:34:12,17-05-2025 13:18:36,17-05-2025 12:34:12,17-05-2025 13:17:19,5.4,,17.8,On-Time
J00882,ORD0147,PRD028,OP60,60,M05,MAT002,W036,S1,9500,1.49,17-05-2025 13:33:36,17-05-2025 15:03:00,17-05-2025 13:35:55,17-05-2025 15:08:47,10.0,,29.8,On-Time
J00883,ORD0148,PRD013,OP10,10,M02,MAT005,W079,S2,1500,0.77,18-05-2025 06:00:00,18-05-2025 06:46:12,18-05-2025 06:00:12,18-05-2025 06:46:44,10.0,,16.9,On-Time
J00884,ORD0148,PRD013,OP20,20,M01,MAT004,W038,S3,1500,1.02,18-05-2025 07:01:12,18-05-2025 08:02:24,18-05-2025 08:03:14,18-05-2025 10:37:31,17.6,F04,18.4,Delayed
J00885,ORD0148,PRD013,OP30,30,M03,MAT001,W039,S1,1500,0.74,18-05-2025 08:17:24,18-05-2025 09:01:48,18-05-2025 08:17:31,18-05-2025 09:02:06,9.2,,19.2,On-Time
J00886,ORD0148,PRD013,OP40,40,M03,MAT002,W034,S2,1500,1.03,18-05-2025 09:16:48,18-05-2025 10:18:36,18-05-2025 09:16:48,18-05-2025 10:03:57,21.4,,26.8,On-Time
J00887,ORD0148,PRD013,OP50,50,M05,MAT006,W017,S3,1500,0.66,18-05-2025 10:33:36,18-05-2025 11:13:12,18-05-2025 10:33:36,18-05-2025 11:02:19,12.3,,13.2,On-Time
J00888,ORD0148,PRD013,OP60,60,M05,MAT001,W006,S3,1500,0.72,18-05-2025 11:28:12,18-05-2025 12:11:24,18-05-2025 11:28:12,18-05-2025 11:53:52,18.1,,14.4,On-Time
J00889,ORD0149,PRD033,OP10,10,M02,MAT006,W025,S1,5000,1.22,03-05-2025 06:00:00,03-05-2025 07:13:12,03-05-2025 07:01:53,03-05-2025 09:47:55,6.2,F06,26.8,Delayed
J00890,ORD0149,PRD033,OP20,20,M02,MAT006,W014,S1,5000,1.05,03-05-2025 07:28:12,03-05-2025 08:31:12,03-05-2025 07:31:55,03-05-2025 08:40:31,10.2,,23.1,On-Time
J00891,ORD0149,PRD033,OP30,30,M03,MAT004,W075,S1,5000,0.84,03-05-2025 08:46:12,03-05-2025 09:36:36,03-05-2025 08:49:17,03-05-2025 09:44:20,8.8,,21.8,On-Time
J00892,ORD0149,PRD033,OP40,40,M03,MAT002,W046,S2,5000,1.67,03-05-2025 09:51:36,03-05-2025 11:31:48,03-05-2025 10:53:04,03-05-2025 14:05:28,14.9,F07,43.4,Delayed
J00893,ORD0149,PRD033,OP50,50,M05,MAT003,W047,S1,5000,0.7,03-05-2025 11:46:48,03-05-2025 12:28:48,03-05-2025 11:53:48,03-05-2025 12:46:19,7.2,,14.0,On-Time
J00894,ORD0149,PRD033,OP60,60,M05,MAT001,W006,S2,5000,1.2,03-05-2025 12:43:48,03-05-2025 13:55:48,03-05-2025 12:46:00,03-05-2025 14:01:19,15.8,,24.0,On-Time
J00895,ORD0150,PRD016,OP10,10,M02,MAT005,W031,S3,8000,1.25,08-05-2025 06:00:00,08-05-2025 07:15:00,08-05-2025 06:27:08,08-05-2025 08:22:50,17.2,F06,27.5,Delayed
J00896,ORD0150,PRD016,OP20,20,M02,MAT005,W038,S3,8000,1.61,08-05-2025 07:30:00,08-05-2025 09:06:36,08-05-2025 09:19:32,08-05-2025 13:40:26,19.7,F01,35.4,Failed
J00897,ORD0150,PRD016,OP30,30,M02,MAT002,W009,S3,8000,1.15,08-05-2025 09:21:36,08-05-2025 10:30:36,08-05-2025 10:19:50,08-05-2025 12:56:12,17.8,F09,25.3,Delayed
J00898,ORD0150,PRD016,OP40,40,M03,MAT006,W028,S1,8000,1.72,08-05-2025 10:45:36,08-05-2025 12:28:48,08-05-2025 11:15:48,08-05-2025 13:44:19,16.9,F07,44.7,Delayed
J00899,ORD0150,PRD016,OP50,50,M05,MAT001,W017,S1,8000,1.03,08-05-2025 12:43:48,08-05-2025 13:45:36,08-05-2025 12:46:57,08-05-2025 13:53:30,11.5,,20.6,On-Time
J00900,ORD0150,PRD016,OP60,60,M01,MAT003,W030,S2,8000,1.44,08-05-2025 14:00:36,08-05-2025 15:27:00,08-05-2025 14:39:28,08-05-2025 17:04:11,6.6,F06,25.9,Delayed
J00901,ORD0151,PRD009,OP10,10,M01,MAT004,W067,S2,1500,0.79,27-05-2025 06:00:00,27-05-2025 06:47:24,27-05-2025 06:04:54,27-05-2025 06:59:40,5.2,,14.2,On-Time
J00902,ORD0151,PRD009,OP20,20,M02,MAT001,W020,S1,1500,0.74,27-05-2025 07:02:24,27-05-2025 07:46:48,27-05-2025 07:03:30,27-05-2025 07:49:33,0.7,,16.3,On-Time
J00903,ORD0151,PRD009,OP30,30,M03,MAT003,W075,S2,1500,0.59,27-05-2025 08:01:48,27-05-2025 08:37:12,27-05-2025 08:01:48,27-05-2025 08:29:24,11.6,,15.3,On-Time
J00904,ORD0151,PRD009,OP40,40,M03,MAT004,W028,S3,1500,1.1,27-05-2025 08:52:12,27-05-2025 09:58:12,27-05-2025 08:52:12,27-05-2025 09:52:01,21.8,,28.6,On-Time
J00905,ORD0151,PRD009,OP50,50,M05,MAT004,W053,S3,1500,0.46,27-05-2025 10:13:12,27-05-2025 10:40:48,27-05-2025 10:59:29,27-05-2025 12:36:32,16.3,F04,9.2,Delayed
J00906,ORD0151,PRD009,OP60,60,M01,MAT004,W012,S1,1500,0.81,27-05-2025 10:55:48,27-05-2025 11:44:24,27-05-2025 10:55:48,27-05-2025 11:41:37,14.1,,14.6,On-Time
J00907,ORD0152,PRD015,OP10,10,M01,MAT003,W073,S3,4500,0.98,12-05-2025 06:00:00,12-05-2025 06:58:48,12-05-2025 06:00:00,12-05-2025 06:46:34,20.9,,17.6,On-Time
J00908,ORD0152,PRD015,OP20,20,M01,MAT003,W020,S3,4500,1.22,12-05-2025 07:13:48,12-05-2025 08:27:00,12-05-2025 07:15:23,12-05-2025 08:30:58,17.6,,22.0,On-Time
J00909,ORD0152,PRD015,OP30,30,M03,MAT004,W015,S1,4500,0.99,12-05-2025 08:42:00,12-05-2025 09:41:24,12-05-2025 08:44:43,12-05-2025 09:48:12,5.4,,25.7,On-Time
J00910,ORD0152,PRD015,OP40,40,M04,MAT001,W064,S2,4500,1.03,12-05-2025 09:56:24,12-05-2025 10:58:12,12-05-2025 09:56:24,12-05-2025 10:40:12,11.3,,24.7,On-Time
J00911,ORD0152,PRD015,OP50,50,M04,MAT002,W035,S1,4500,0.82,12-05-2025 11:13:12,12-05-2025 12:02:24,12-05-2025 11:57:24,12-05-2025 13:52:55,9.7,F07,19.7,Delayed
J00912,ORD0152,PRD015,OP60,60,M01,MAT001,W060,S3,4500,0.74,12-05-2025 12:17:24,12-05-2025 13:01:48,12-05-2025 12:17:24,12-05-2025 12:55:45,21.0,,13.3,On-Time
J00913,ORD0153,PRD033,OP10,10,M01,MAT003,W031,S2,4500,1.22,05-05-2025 06:00:00,05-05-2025 07:13:12,05-05-2025 06:00:00,05-05-2025 07:07:23,14.2,,22.0,On-Time
J00914,ORD0153,PRD033,OP20,20,M01,MAT004,W032,S1,4500,1.33,05-05-2025 07:28:12,05-05-2025 08:48:00,05-05-2025 07:28:12,05-05-2025 08:41:26,7.7,,23.9,On-Time
J00915,ORD0153,PRD033,OP30,30,M03,MAT001,W069,S3,4500,0.88,05-05-2025 09:03:00,05-05-2025 09:55:48,05-05-2025 09:41:43,05-05-2025 11:32:35,16.2,F07,22.9,Delayed
J00916,ORD0153,PRD033,OP40,40,M04,MAT006,W004,S2,4500,1.66,05-05-2025 10:10:48,05-05-2025 11:50:24,05-05-2025 10:15:17,05-05-2025 12:01:37,13.2,,39.8,On-Time
J00917,ORD0153,PRD033,OP50,50,M04,MAT005,W017,S3,4500,0.71,05-05-2025 12:05:24,05-05-2025 12:48:00,05-05-2025 12:45:32,05-05-2025 14:28:21,16.9,F09,17.0,Delayed
J00918,ORD0153,PRD033,OP60,60,M05,MAT003,W030,S3,4500,0.9,05-05-2025 13:03:00,05-05-2025 13:57:00,05-05-2025 13:37:34,05-05-2025 15:23:25,21.5,F09,18.0,Delayed
J00919,ORD0154,PRD023,OP10,10,M01,MAT003,W019,S2,3500,1.37,21-05-2025 06:00:00,21-05-2025 07:22:12,21-05-2025 06:02:52,21-05-2025 07:29:22,7.0,,24.7,On-Time
J00920,ORD0154,PRD023,OP20,20,M01,MAT002,W062,S2,3500,1.16,21-05-2025 07:37:12,21-05-2025 08:46:48,21-05-2025 07:37:54,21-05-2025 08:48:33,5.2,,20.9,On-Time
J00921,ORD0154,PRD023,OP30,30,M02,MAT001,W015,S1,3500,0.93,21-05-2025 09:01:48,21-05-2025 09:57:36,21-05-2025 09:05:34,21-05-2025 10:07:02,6.8,,20.5,On-Time
J00922,ORD0154,PRD023,OP40,40,M04,MAT002,W064,S3,3500,1.27,21-05-2025 10:12:36,21-05-2025 11:28:48,21-05-2025 11:17:54,21-05-2025 14:12:03,23.5,F09,30.5,Delayed
J00923,ORD0154,PRD023,OP50,50,M04,MAT005,W047,S2,3500,0.54,21-05-2025 11:43:48,21-05-2025 12:16:12,21-05-2025 11:43:48,21-05-2025 12:16:00,5.4,,13.0,On-Time
J00924,ORD0154,PRD023,OP60,60,M01,MAT006,W066,S2,3500,1.04,21-05-2025 12:31:12,21-05-2025 13:33:36,21-05-2025 12:37:34,21-05-2025 13:49:32,12.9,,18.7,On-Time
J00925,ORD0155,PRD039,OP10,10,M01,MAT004,W049,S3,4000,0.93,22-05-2025 06:00:00,22-05-2025 06:55:48,22-05-2025 07:08:01,22-05-2025 09:45:50,12.3,F07,16.7,Delayed
J00926,ORD0155,PRD039,OP20,20,M02,MAT006,W044,S1,4000,1.14,22-05-2025 07:10:48,22-05-2025 08:19:12,22-05-2025 07:17:57,22-05-2025 08:37:05,14.8,,25.1,On-Time
J00927,ORD0155,PRD039,OP30,30,M03,MAT003,W003,S2,4000,0.77,22-05-2025 08:34:12,22-05-2025 09:20:24,22-05-2025 08:34:12,22-05-2025 09:08:01,7.2,,20.0,On-Time
J00928,ORD0155,PRD039,OP40,40,M03,MAT005,W022,S2,4000,1.49,22-05-2025 09:35:24,22-05-2025 11:04:48,22-05-2025 09:35:24,22-05-2025 10:46:55,11.9,,38.7,On-Time
J00929,ORD0155,PRD039,OP50,50,M05,MAT001,W011,S3,4000,0.62,22-05-2025 11:19:48,22-05-2025 11:57:00,22-05-2025 11:58:02,22-05-2025 13:32:35,19.9,F06,12.4,Delayed
J00930,ORD0155,PRD039,OP60,60,M01,MAT004,W084,S2,4000,1.06,22-05-2025 12:12:00,22-05-2025 13:15:36,22-05-2025 12:12:00,22-05-2025 13:00:13,9.8,,19.1,On-Time
J00931,ORD0156,PRD029,OP10,10,M01,MAT003,W079,S2,8500,1.67,03-05-2025 06:00:00,03-05-2025 07:40:12,03-05-2025 06:00:00,03-05-2025 07:35:38,1.7,,30.1,On-Time
J00932,ORD0156,PRD029,OP20,20,M02,MAT004,W026,S2,8500,1.09,03-05-2025 07:55:12,03-05-2025 09:00:36,03-05-2025 07:56:22,03-05-2025 09:03:31,11.8,,24.0,On-Time
J00933,ORD0156,PRD029,OP30,30,M02,MAT005,W075,S2,8500,0.94,03-05-2025 09:15:36,03-05-2025 10:12:00,03-05-2025 09:15:36,03-05-2025 10:01:39,15.1,,20.7,On-Time
J00934,ORD0156,PRD029,OP40,40,M04,MAT002,W076,S1,8500,1.58,03-05-2025 10:27:00,03-05-2025 12:01:48,03-05-2025 11:22:52,03-05-2025 14:21:28,9.5,F08,37.9,Delayed
J00935,ORD0156,PRD029,OP50,50,M05,MAT002,W077,S1,8500,0.71,03-05-2025 12:16:48,03-05-2025 12:59:24,03-05-2025 12:16:48,03-05-2025 12:49:39,2.4,,14.2,On-Time
J00936,ORD0156,PRD029,OP60,60,M01,MAT001,W078,S3,8500,1.29,03-05-2025 13:14:24,03-05-2025 14:31:48,03-05-2025 14:16:50,03-05-2025 17:07:54,18.0,F06,23.2,Delayed
J00937,ORD0157,PRD022,OP10,10,M01,MAT006,W055,S1,8000,1.2,25-05-2025 06:00:00,25-05-2025 07:12:00,25-05-2025 06:01:25,25-05-2025 07:15:33,1.1,,21.6,On-Time
J00938,ORD0157,PRD022,OP20,20,M02,MAT006,W080,S2,8000,1.04,25-05-2025 07:27:00,25-05-2025 08:29:24,25-05-2025 07:27:38,25-05-2025 08:30:59,8.4,,22.9,On-Time
J00939,ORD0157,PRD022,OP30,30,M02,MAT006,W021,S3,8000,0.84,25-05-2025 08:44:24,25-05-2025 09:34:48,25-05-2025 09:14:11,25-05-2025 10:49:16,23.3,F06,18.5,Delayed
J00940,ORD0157,PRD022,OP40,40,M04,MAT001,W034,S1,8000,2.1,25-05-2025 09:49:48,25-05-2025 11:55:48,25-05-2025 10:28:08,25-05-2025 13:31:39,7.5,F09,50.4,Delayed
J00941,ORD0157,PRD022,OP50,50,M04,MAT006,W035,S2,8000,0.98,25-05-2025 12:10:48,25-05-2025 13:09:36,25-05-2025 12:11:29,25-05-2025 13:11:20,7.2,,23.5,On-Time
J00942,ORD0157,PRD022,OP60,60,M01,MAT002,W078,S2,8000,1.3,25-05-2025 13:24:36,25-05-2025 14:42:36,25-05-2025 13:24:36,25-05-2025 14:26:36,7.9,,23.4,On-Time
J00943,ORD0158,PRD027,OP10,10,M01,MAT006,W079,S1,6500,1.4,03-05-2025 06:00:00,03-05-2025 07:24:00,03-05-2025 06:03:04,03-05-2025 07:31:40,3.9,,25.2,On-Time
J00944,ORD0158,PRD027,OP20,20,M01,MAT005,W080,S3,6500,0.97,03-05-2025 07:39:00,03-05-2025 08:37:12,03-05-2025 07:39:00,03-05-2025 08:25:46,17.7,,17.5,On-Time
J00945,ORD0158,PRD027,OP30,30,M02,MAT005,W063,S1,6500,1.0,03-05-2025 08:52:12,03-05-2025 09:52:12,03-05-2025 08:52:12,03-05-2025 09:51:41,8.5,,22.0,On-Time
J00946,ORD0158,PRD027,OP40,40,M04,MAT002,W070,S2,6500,1.69,03-05-2025 10:07:12,03-05-2025 11:48:36,03-05-2025 11:46:33,03-05-2025 15:56:59,18.9,F11,40.6,Failed
J00947,ORD0158,PRD027,OP50,50,M05,MAT005,W029,S1,6500,0.62,03-05-2025 12:03:36,03-05-2025 12:40:48,03-05-2025 12:03:36,03-05-2025 12:40:18,8.2,,12.4,On-Time
J00948,ORD0158,PRD027,OP60,60,M05,MAT006,W006,S1,6500,1.3,03-05-2025 12:55:48,03-05-2025 14:13:48,03-05-2025 12:55:48,03-05-2025 13:56:54,12.4,,26.0,On-Time
J00949,ORD0159,PRD037,OP10,10,M01,MAT005,W043,S2,1000,1.1,15-05-2025 06:00:00,15-05-2025 07:06:00,15-05-2025 06:00:00,15-05-2025 06:57:48,11.6,,19.8,On-Time
J00950,ORD0159,PRD037,OP20,20,M02,MAT003,W002,S3,1000,1.01,15-05-2025 07:21:00,15-05-2025 08:21:36,15-05-2025 07:36:02,15-05-2025 08:59:12,19.9,F03,22.2,Delayed
J00951,ORD0159,PRD037,OP30,30,M02,MAT006,W003,S3,1000,0.57,15-05-2025 08:36:36,15-05-2025 09:10:48,15-05-2025 09:25:52,15-05-2025 11:14:00,17.2,F06,12.5,Delayed
J00952,ORD0159,PRD037,OP40,40,M03,MAT001,W022,S2,1000,0.97,15-05-2025 09:25:48,15-05-2025 10:24:00,15-05-2025 09:28:01,15-05-2025 10:29:32,15.5,,25.2,On-Time
J00953,ORD0159,PRD037,OP50,50,M05,MAT002,W071,S3,1000,0.52,15-05-2025 10:39:00,15-05-2025 11:10:12,15-05-2025 10:54:52,15-05-2025 11:49:52,16.1,F08,10.4,Delayed
J00954,ORD0159,PRD037,OP60,60,M05,MAT005,W066,S1,1000,0.82,15-05-2025 11:25:12,15-05-2025 12:14:24,15-05-2025 11:27:31,15-05-2025 12:20:12,11.4,,16.4,On-Time
J00955,ORD0160,PRD023,OP10,10,M02,MAT006,W031,S1,4000,1.27,30-05-2025 06:00:00,30-05-2025 07:16:12,30-05-2025 06:00:26,30-05-2025 07:17:19,3.9,,27.9,On-Time
J00956,ORD0160,PRD023,OP20,20,M02,MAT005,W038,S3,4000,0.98,30-05-2025 07:31:12,30-05-2025 08:30:00,30-05-2025 09:41:12,30-05-2025 13:55:00,16.3,F01,21.6,Failed
J00957,ORD0160,PRD023,OP30,30,M03,MAT002,W081,S1,4000,0.96,30-05-2025 08:45:00,30-05-2025 09:42:36,30-05-2025 08:45:00,30-05-2025 09:31:59,11.1,,25.0,On-Time
J00958,ORD0160,PRD023,OP40,40,M03,MAT002,W046,S1,4000,1.61,30-05-2025 09:57:36,30-05-2025 11:34:12,30-05-2025 09:57:36,30-05-2025 11:20:31,11.0,,41.9,On-Time
J00959,ORD0160,PRD023,OP50,50,M04,MAT005,W083,S2,4000,0.64,30-05-2025 11:49:12,30-05-2025 12:27:36,30-05-2025 11:49:12,30-05-2025 12:22:37,8.2,,15.4,On-Time
J00960,ORD0160,PRD023,OP60,60,M01,MAT003,W072,S3,4000,1.0,30-05-2025 12:42:36,30-05-2025 13:42:36,30-05-2025 12:44:34,30-05-2025 13:47:32,10.9,,18.0,On-Time
J00961,ORD0161,PRD009,OP10,10,M01,MAT003,W001,S1,1000,0.89,19-05-2025 06:00:00,19-05-2025 06:53:24,19-05-2025 06:00:00,19-05-2025 06:52:53,3.6,,16.0,On-Time
J00962,ORD0161,PRD009,OP20,20,M01,MAT002,W050,S1,1000,0.96,19-05-2025 07:08:24,19-05-2025 08:06:00,19-05-2025 07:08:24,19-05-2025 07:51:32,9.4,,17.3,On-Time
J00963,ORD0161,PRD009,OP30,30,M03,MAT004,W015,S1,1000,0.63,19-05-2025 08:21:00,19-05-2025 08:58:48,19-05-2025 08:21:00,19-05-2025 08:43:21,8.5,,16.4,On-Time
J00964,ORD0161,PRD009,OP40,40,M04,MAT002,W046,S1,1000,1.01,19-05-2025 09:13:48,19-05-2025 10:14:24,19-05-2025 09:16:21,19-05-2025 10:20:47,2.0,,24.2,On-Time
J00965,ORD0161,PRD009,OP50,50,M04,MAT005,W041,S2,1000,0.5,19-05-2025 10:29:24,19-05-2025 10:59:24,19-05-2025 10:59:13,19-05-2025 12:13:56,15.1,F04,12.0,Delayed
J00966,ORD0161,PRD009,OP60,60,M01,MAT004,W006,S1,1000,0.84,19-05-2025 11:14:24,19-05-2025 12:04:48,19-05-2025 11:14:24,19-05-2025 11:57:25,8.2,,15.1,On-Time
J00967,ORD0162,PRD036,OP10,10,M01,MAT006,W013,S2,8500,1.22,03-05-2025 06:00:00,03-05-2025 07:13:12,03-05-2025 06:00:00,03-05-2025 07:06:31,8.5,,22.0,On-Time
J00968,ORD0162,PRD036,OP20,20,M02,MAT001,W032,S3,8500,1.23,03-05-2025 07:28:12,03-05-2025 08:42:00,03-05-2025 07:52:47,03-05-2025 09:43:28,13.1,F08,27.1,Delayed
J00969,ORD0162,PRD036,OP30,30,M03,MAT003,W057,S3,8500,0.96,03-05-2025 08:57:00,03-05-2025 09:54:36,03-05-2025 10:08:01,03-05-2025 12:52:09,25.6,F06,25.0,Delayed
J00970,ORD0162,PRD036,OP40,40,M04,MAT005,W034,S2,8500,1.68,03-05-2025 10:09:36,03-05-2025 11:50:24,03-05-2025 11:20:17,03-05-2025 14:47:07,14.2,F01,40.3,Failed
J00971,ORD0162,PRD036,OP50,50,M05,MAT003,W047,S3,8500,1.0,03-05-2025 12:05:24,03-05-2025 13:05:24,03-05-2025 12:10:14,03-05-2025 13:17:30,18.7,,20.0,On-Time
J00972,ORD0162,PRD036,OP60,60,M01,MAT004,W054,S1,8500,1.3,03-05-2025 13:20:24,03-05-2025 14:38:24,03-05-2025 13:20:24,03-05-2025 14:25:22,11.4,,23.4,On-Time
J00973,ORD0163,PRD018,OP10,10,M01,MAT002,W067,S3,5000,1.51,09-05-2025 06:00:00,09-05-2025 07:30:36,09-05-2025 06:00:00,09-05-2025 07:22:42,11.1,,27.2,On-Time
J00974,ORD0163,PRD018,OP20,20,M01,MAT001,W074,S2,5000,0.87,09-05-2025 07:45:36,09-05-2025 08:37:48,09-05-2025 07:45:36,09-05-2025 08:29:15,0.0,,15.7,On-Time
J00975,ORD0163,PRD018,OP30,30,M03,MAT006,W027,S3,5000,0.74,09-05-2025 08:52:48,09-05-2025 09:37:12,09-05-2025 08:55:38,09-05-2025 09:44:17,18.3,,19.2,On-Time
J00976,ORD0163,PRD018,OP40,40,M03,MAT005,W004,S3,5000,1.32,09-05-2025 09:52:12,09-05-2025 11:11:24,09-05-2025 10:28:52,09-05-2025 12:43:04,25.9,F07,34.3,Delayed
J00977,ORD0163,PRD018,OP50,50,M04,MAT001,W005,S1,5000,0.56,09-05-2025 11:26:24,09-05-2025 12:00:00,09-05-2025 11:29:57,09-05-2025 12:08:54,7.4,,13.4,On-Time
J00978,ORD0163,PRD018,OP60,60,M01,MAT002,W036,S2,5000,1.16,09-05-2025 12:15:00,09-05-2025 13:24:36,09-05-2025 12:15:26,09-05-2025 13:25:43,5.9,,20.9,On-Time
J00979,ORD0164,PRD039,OP10,10,M01,MAT002,W061,S1,8500,1.56,09-05-2025 06:00:00,09-05-2025 07:33:36,09-05-2025 06:00:00,09-05-2025 07:24:33,1.8,,28.1,On-Time
J00980,ORD0164,PRD039,OP20,20,M02,MAT005,W080,S2,8500,1.62,09-05-2025 07:48:36,09-05-2025 09:25:48,09-05-2025 07:52:48,09-05-2025 09:36:19,8.3,,35.6,On-Time
J00981,ORD0164,PRD039,OP30,30,M02,MAT004,W057,S1,8500,0.88,09-05-2025 09:40:48,09-05-2025 10:33:36,09-05-2025 09:46:04,09-05-2025 10:46:46,12.7,,19.4,On-Time
J00982,ORD0164,PRD039,OP40,40,M03,MAT002,W064,S1,8500,2.05,09-05-2025 10:48:36,09-05-2025 12:51:36,09-05-2025 10:53:26,09-05-2025 13:03:42,11.8,,53.3,On-Time
J00983,ORD0164,PRD039,OP50,50,M05,MAT005,W017,S2,8500,0.81,09-05-2025 13:06:36,09-05-2025 13:55:12,09-05-2025 13:06:36,09-05-2025 13:39:03,5.2,,16.2,On-Time
J00984,ORD0164,PRD039,OP60,60,M01,MAT005,W060,S2,8500,1.12,09-05-2025 14:10:12,09-05-2025 15:17:24,09-05-2025 14:13:03,09-05-2025 15:24:31,12.6,,20.2,On-Time
J00985,ORD0165,PRD024,OP10,10,M02,MAT004,W007,S3,1500,1.07,21-05-2025 06:00:00,21-05-2025 07:04:12,21-05-2025 06:54:14,21-05-2025 09:19:47,17.9,F09,23.5,Delayed
J00986,ORD0165,PRD024,OP20,20,M02,MAT004,W026,S1,1500,0.93,21-05-2025 07:19:12,21-05-2025 08:15:00,21-05-2025 07:25:34,21-05-2025 08:30:57,10.9,,20.5,On-Time
J00987,ORD0165,PRD024,OP30,30,M03,MAT004,W057,S2,1500,0.59,21-05-2025 08:30:00,21-05-2025 09:05:24,21-05-2025 08:30:00,21-05-2025 08:56:53,8.8,,15.3,On-Time
J00988,ORD0165,PRD024,OP40,40,M04,MAT005,W016,S3,1500,0.89,21-05-2025 09:20:24,21-05-2025 10:13:48,21-05-2025 10:19:34,21-05-2025 12:41:45,21.0,F09,21.4,Delayed
J00989,ORD0165,PRD024,OP50,50,M04,MAT005,W083,S2,1500,0.43,21-05-2025 10:28:48,21-05-2025 10:54:36,21-05-2025 10:34:15,21-05-2025 11:08:14,14.0,,10.3,On-Time
J00990,ORD0165,PRD024,OP60,60,M05,MAT002,W030,S1,1500,0.84,21-05-2025 11:09:36,21-05-2025 12:00:00,21-05-2025 11:12:23,21-05-2025 12:06:57,0.0,,16.8,On-Time
J00991,ORD0166,PRD023,OP10,10,M02,MAT002,W073,S2,7500,1.17,13-05-2025 06:00:00,13-05-2025 07:10:12,13-05-2025 06:05:04,13-05-2025 07:22:53,5.7,,25.7,On-Time
J00992,ORD0166,PRD023,OP20,20,M01,MAT004,W020,S1,7500,1.18,13-05-2025 07:25:12,13-05-2025 08:36:00,13-05-2025 07:25:12,13-05-2025 08:30:56,2.5,,21.2,On-Time
J00993,ORD0166,PRD023,OP30,30,M02,MAT006,W045,S3,7500,1.02,13-05-2025 08:51:00,13-05-2025 09:52:12,13-05-2025 09:12:27,13-05-2025 10:45:50,24.1,F08,22.4,Delayed
J00994,ORD0166,PRD023,OP40,40,M04,MAT002,W070,S1,7500,1.43,13-05-2025 10:07:12,13-05-2025 11:33:00,13-05-2025 10:41:00,13-05-2025 12:57:30,13.7,F03,34.3,Delayed
J00995,ORD0166,PRD023,OP50,50,M05,MAT001,W053,S3,7500,0.67,13-05-2025 11:48:00,13-05-2025 12:28:12,13-05-2025 11:48:00,13-05-2025 12:14:56,12.7,,13.4,On-Time
J00996,ORD0166,PRD023,OP60,60,M01,MAT004,W018,S3,7500,1.26,13-05-2025 12:43:12,13-05-2025 13:58:48,13-05-2025 12:45:11,13-05-2025 14:03:45,18.6,,22.7,On-Time
J00997,ORD0167,PRD006,OP10,10,M02,MAT001,W019,S3,2000,1.03,20-05-2025 06:00:00,20-05-2025 07:01:48,20-05-2025 07:11:15,20-05-2025 09:59:56,11.7,F08,22.7,Delayed
J00998,ORD0167,PRD006,OP20,20,M01,MAT006,W062,S1,2000,1.1,20-05-2025 07:16:48,20-05-2025 08:22:48,20-05-2025 07:22:29,20-05-2025 08:37:01,6.6,,19.8,On-Time
J00999,ORD0167,PRD006,OP30,30,M02,MAT005,W027,S3,2000,0.53,20-05-2025 08:37:48,20-05-2025 09:09:36,20-05-2025 09:30:04,20-05-2025 11:20:16,23.2,F07,11.7,Delayed
J01000,ORD0167,PRD006,OP40,40,M03,MAT005,W022,S1,2000,1.21,20-05-2025 09:24:36,20-05-2025 10:37:12,20-05-2025 09:24:36,20-05-2025 10:23:23,9.4,,31.5,On-Time
J01001,ORD0167,PRD006,OP50,50,M04,MAT001,W011,S3,2000,0.53,20-05-2025 10:52:12,20-05-2025 11:24:00,20-05-2025 12:34:06,20-05-2025 15:38:45,17.5,F05,12.7,Failed
J01002,ORD0167,PRD006,OP60,60,M05,MAT006,W012,S3,2000,0.71,20-05-2025 11:39:00,20-05-2025 12:21:36,20-05-2025 12:22:54,20-05-2025 14:11:23,17.6,F04,14.2,Delayed
J01003,ORD0168,PRD012,OP10,10,M02,MAT004,W079,S2,7500,1.8,11-05-2025 06:00:00,11-05-2025 07:48:00,11-05-2025 07:23:44,11-05-2025 11:17:20,3.8,F05,39.6,Failed
